year,day,low,open,high,close,volumn
2008, 1010, 188167, 191327, 193822, 190696, 3915159300
2008, 1013, 184153, 188975, 198563, 198549, 4353812000
2008, 1014, 193446, 205441, 206049, 193462, 5433194600
2008, 1015, 189202, 191103, 193063, 191436, 3189239800
2008, 1016, 181893, 183348, 186690, 182090, 4052964800
2008, 1017, 180567, 183791, 185133, 183326, 2871542000
2008, 1020, 180210, 182841, 189935, 189673, 3327715200
2008, 1021, 188052, 190124, 192819, 188141, 3890839500
2008, 1022, 183245, 185460, 188731, 183332, 3296857200
2008, 1023, 177913, 179468, 183641, 183478, 3575865400
2008, 1024, 176911, 183146, 184088, 178160, 3298066800
2008, 1027, 165279, 174667, 174667, 165467, 3644184700
2008, 1028, 160767, 161462, 171631, 170582, 4679280400
2008, 1029, 165765, 172323, 173126, 165822, 3886948800
2008, 1030, 164635, 166997, 172393, 169766, 4128429200
2008, 1031, 165509, 168809, 169665, 166366, 2831453400
2008, 1103, 164342, 164856, 168456, 165354, 2538109700
2008, 1104, 160673, 164620, 164845, 162776, 2610016500
2008, 1105, 164126, 164126, 171466, 169142, 4241821000
2008, 1106, 163834, 164813, 166144, 164978, 3078417900
2008, 1107, 161274, 161875, 169011, 167783, 3152159000
2008, 1110, 171412, 171412, 180312, 180167, 6394885900
2008, 1111, 177833, 179530, 182493, 178136, 6607285100
2008, 1112, 175429, 175848, 180623, 180182, 4408796000
2008, 1113, 176564, 177703, 189194, 187408, 8323455200
2008, 1114, 187493, 189331, 194365, 194365, 9116871700
2008, 1117, 191997, 193474, 198723, 198723, 8783662600
2008, 1118, 183176, 197438, 199482, 183982, 9727835300
2008, 1119, 182327, 183160, 195952, 195316, 8211740800
2008, 1120, 190027, 191670, 197695, 193243, 8318703800
2008, 1121, 183509, 187227, 196889, 192074, 8304932900
2008, 1124, 183586, 191399, 192393, 183764, 5056151700
2008, 1125, 180156, 187006, 188310, 183429, 4281459000
2008, 1126, 181502, 183211, 186565, 184350, 4556563500
2008, 1127, 187005, 196189, 196902, 187047, 8800832200
2008, 1128, 181545, 185110, 186626, 182992, 5159066000
2008, 1201, 179984, 182377, 186430, 186421, 4838633300
2008, 1202, 181490, 182154, 189113, 186863, 6135023500
2008, 1203, 188460, 188460, 195267, 195267, 8501914400
2008, 1204, 197814, 198045, 204647, 198293, 11918344100
2008, 1205, 196509, 196974, 201420, 201318, 7436632600
2008, 1208, 203398, 204047, 209547, 209504, 10760713100
2008, 1209, 203807, 210412, 210760, 204085, 9250981400
2008, 1210, 201428, 202851, 209639, 209639, 8327106200
2008, 1211, 204362, 208743, 210729, 204634, 7355623600
2008, 1212, 193628, 202707, 203819, 196038, 6738726600
2008, 1215, 194105, 199155, 200623, 197503, 5045109600
2008, 1216, 191987, 195700, 199496, 199445, 4792487800
2008, 1217, 199565, 200203, 203039, 200142, 5868515000
2008, 1218, 198243, 200105, 204595, 204510, 5842922400
2008, 1219, 203311, 203737, 207538, 205211, 6331122700
2008, 1222, 199333, 205077, 205537, 201755, 5294946400
2008, 1223, 191843, 201923, 201923, 191896, 6359046400
2008, 1224, 187265, 189323, 191278, 188708, 4420183100
2008, 1225, 184871, 189153, 190271, 187077, 3991683400
2008, 1226, 185050, 186834, 188108, 186210, 3456088800
2008, 1229, 181606, 185241, 186130, 185476, 3598687300
2008, 1230, 182453, 185295, 186741, 183344, 3758462700
2008, 1231, 181373, 183511, 184442, 181772, 3563135500
2009, 0105, 183784, 184833, 188296, 188296, 4818702000
2009, 0106, 187301, 188067, 194849, 194280, 7097409700
2009, 0107, 193087, 194267, 195925, 193118, 5970216700
2009, 0108, 187365, 189466, 190280, 188799, 5344649000
2009, 0109, 188649, 188649, 192342, 191837, 4740721600
2009, 0112, 190562, 191174, 194708, 192069, 5423415600
2009, 0113, 187497, 189266, 190820, 187619, 4981813700
2009, 0114, 187363, 187363, 195524, 195524, 5928323100
2009, 0115, 193030, 193539, 197719, 195487, 7894364800
2009, 0116, 196544, 196544, 202665, 199021, 9653863300
2009, 0119, 199395, 201058, 205219, 201247, 8194817700
2009, 0120, 198606, 200653, 202519, 202519, 5325926200
2009, 0121, 198824, 199367, 204711, 202171, 6411742800
2009, 0122, 201274, 203429, 204848, 204455, 5886194700
2009, 0123, 202519, 203952, 205433, 203268, 5750410900
2009, 0202, 202972, 205244, 205934, 205706, 5145390600
2009, 0203, 204989, 205680, 210894, 210891, 8764030200
2009, 0204, 211702, 211856, 216641, 216641, 10088842800
2009, 0205, 213567, 216455, 221118, 215097, 11510012200
2009, 0206, 215808, 215808, 224002, 223728, 10666490400
2009, 0209, 225749, 227159, 230791, 229667, 12952367000
2009, 0210, 226353, 228807, 232710, 232676, 11629454800
2009, 0211, 227557, 228723, 238119, 233114, 14757663000
2009, 0212, 224848, 233540, 234466, 231834, 11982621800
2009, 0213, 230709, 232156, 240244, 239907, 14040991000
2009, 0216, 239718, 242119, 246239, 246225, 15234666000
2009, 0217, 238479, 246057, 247062, 238529, 14101499000
2009, 0218, 227251, 233166, 236905, 227584, 11542206200
2009, 0219, 225959, 229565, 232468, 229841, 9085392800
2009, 0220, 227630, 230081, 234477, 234432, 8663206900
2009, 0223, 230792, 233381, 241953, 241048, 10946540300
2009, 0224, 229452, 237670, 241191, 230185, 12701755500
2009, 0225, 222644, 232504, 233742, 230425, 10787752800
2009, 0226, 216715, 229543, 233235, 219019, 10220038500
2009, 0227, 211706, 216454, 218682, 214049, 8707641500
2009, 0302, 211234, 212337, 217729, 216467, 6274618100
2009, 0303, 210064, 210984, 216822, 214215, 6616731400
2009, 0304, 215024, 215024, 229094, 228515, 11075003300
2009, 0305, 225980, 231408, 234037, 230492, 13198734700
2009, 0306, 225582, 226076, 231320, 228658, 8596545000
2009, 0309, 219855, 230201, 233398, 220253, 8655594800
2009, 0310, 216832, 217531, 224124, 224078, 5666044900
2009, 0311, 221288, 228805, 229240, 222038, 7083867600
2009, 0312, 215660, 220804, 222030, 221570, 5570011100
2009, 0313, 220097, 222925, 225024, 220542, 5408309400
2009, 0316, 218005, 219725, 224711, 224161, 4877385400
2009, 0317, 223967, 224411, 232930, 232240, 9298052800
2009, 0318, 232886, 233542, 237056, 233265, 10187007100
2009, 0319, 233126, 233752, 238623, 238256, 9731876600
2009, 0320, 234327, 238989, 239721, 237984, 10939673800
2009, 0323, 237552, 238467, 244835, 243940, 11631304900
2009, 0324, 244053, 247757, 248383, 245178, 11199352500
2009, 0325, 240105, 243563, 247294, 240133, 9581666000
2009, 0326, 237995, 240776, 247983, 247979, 11324945200
2009, 0327, 248169, 250100, 251638, 249893, 13536854000
2009, 0330, 247137, 250131, 250814, 248449, 9415166500
2009, 0331, 242357, 243678, 250790, 250779, 9546175200
2009, 0401, 251989, 251989, 256654, 254822, 12630762500
2009, 0402, 255826, 255877, 259925, 257640, 13514680000
2009, 0403, 255562, 259792, 261237, 257050, 12365521600
2009, 0407, 254365, 257063, 259706, 257695, 8608325700
2009, 0408, 247935, 256372, 257309, 247935, 9932809400
2009, 0409, 245742, 247742, 251774, 251767, 7459370300
2009, 0410, 253062, 254011, 259560, 259553, 10414440800
2009, 0413, 261937, 262198, 266828, 265652, 13901454000
2009, 0414, 263738, 265120, 268291, 267687, 11049130400
2009, 0415, 262781, 266273, 269064, 268699, 12066529200
2009, 0416, 264332, 269052, 270663, 268711, 12372961300
2009, 0417, 262863, 267567, 269329, 265069, 10152880800
2009, 0420, 264099, 264373, 270845, 270767, 9590369400
2009, 0421, 263453, 267028, 269772, 267544, 10818525200
2009, 0422, 256336, 268786, 271331, 257628, 12404641300
2009, 0423, 254391, 255553, 260416, 259356, 8088794200
2009, 0424, 257038, 260570, 260987, 257289, 7336096900
2009, 0427, 249944, 256692, 257652, 251329, 7203939000
2009, 0428, 248580, 249053, 253154, 251853, 5926498300
2009, 0429, 251414, 251885, 261581, 260537, 8188500600
2009, 0430, 260445, 261649, 264002, 262293, 8580934800
2009, 0504, 263230, 263513, 271519, 271430, 10291656500
2009, 0505, 271323, 273311, 275125, 272701, 10231372200
2009, 0506, 271354, 272182, 277121, 276498, 10580665000
2009, 0507, 273180, 278358, 279747, 276708, 12210116100
2009, 0508, 273333, 275150, 280022, 278922, 10672498800
2009, 0511, 272527, 280814, 283961, 272532, 12536445200
2009, 0512, 269995, 270274, 278861, 278856, 8869594200
2009, 0513, 277557, 279242, 282271, 281401, 10711285600
2009, 0514, 275755, 278105, 280448, 279260, 8263932900
2009, 0515, 277332, 280057, 281546, 279612, 6493143100
2009, 0518, 274092, 278259, 281376, 281057, 7483578600
2009, 0519, 282195, 283634, 284963, 284008, 9770361700
2009, 0520, 281260, 284355, 284964, 281287, 8793921500
2009, 0521, 273577, 279583, 280829, 275001, 8553539400
2009, 0522, 271912, 273302, 276274, 274068, 6149901200
2009, 0525, 267529, 268421, 276139, 275272, 7409167100
2009, 0526, 271856, 275731, 276281, 271976, 7231601200
2009, 0527, 271582, 273442, 276857, 275971, 6797664500
2009, 0601, 279893, 279893, 286447, 285834, 10856488300
2009, 0602, 285506, 287853, 289278, 286510, 10833839700
2009, 0603, 286471, 286573, 293939, 293939, 11207331000
2009, 0604, 289967, 292427, 296104, 295375, 13012771000
2009, 0605, 293718, 296607, 297518, 293931, 10847632400
2009, 0608, 291249, 293764, 297823, 294848, 9611636600
2009, 0609, 289272, 294895, 296090, 296056, 9198988600
2009, 0610, 296659, 297242, 299570, 298960, 10179003900
2009, 0611, 295127, 298297, 300086, 296163, 8711599700
2009, 0612, 288332, 295557, 297686, 290629, 8006706700
2009, 0615, 289807, 291142, 296710, 296619, 7435209000
2009, 0616, 292904, 293651, 297941, 296122, 7017924200
2009, 0617, 293049, 295758, 301741, 301059, 7729311800
2009, 0618, 301444, 301444, 306175, 305743, 9628131600
2009, 0619, 304727, 306190, 308672, 308000, 10251806900
2009, 0622, 307253, 310639, 311616, 308256, 10395258300
2009, 0623, 302845, 303640, 312853, 308390, 11150673400
2009, 0624, 306824, 307950, 312121, 312073, 10942431300
2009, 0625, 310387, 312566, 314117, 311792, 8280688700
2009, 0626, 310932, 312623, 313708, 312842, 7050090800
2009, 0629, 312216, 313211, 318242, 317997, 8499707500
2009, 0630, 315963, 319164, 319572, 316647, 8678234700
2009, 0701, 315065, 315354, 323879, 323790, 9695056500
2009, 0702, 324757, 324820, 328509, 328236, 11298929400
2009, 0703, 324911, 325493, 332767, 332714, 10573259200
2009, 0706, 333310, 333310, 337806, 337475, 13526404000
2009, 0707, 332735, 336833, 339322, 334049, 12960079900
2009, 0708, 326132, 330643, 336807, 335227, 11386759200
2009, 0709, 333468, 334822, 339648, 339630, 11308152300
2009, 0710, 337597, 339891, 342803, 339831, 10617491200
2009, 0713, 335852, 338257, 340374, 336101, 9961965100
2009, 0714, 337587, 337587, 345475, 345475, 10752042500
2009, 0715, 346713, 346713, 349751, 349331, 13348300200
2009, 0716, 348956, 351678, 354302, 350124, 12931332900
2009, 0717, 348287, 349951, 352747, 351981, 10654970400
2009, 0720, 351553, 353252, 359487, 359112, 13646853000
2009, 0721, 353316, 360340, 361033, 353983, 13060096100
2009, 0722, 353238, 353263, 360737, 360692, 11523854600
2009, 0723, 359636, 361360, 365384, 365197, 11638160900
2009, 0724, 359188, 367221, 368749, 366756, 12797935200
2009, 0727, 366951, 368015, 374424, 374363, 13880804000
2009, 0728, 370505, 374555, 375678, 375582, 14626788000
2009, 0729, 345364, 374178, 376559, 355851, 16740612000
2009, 0730, 351129, 358705, 365692, 363482, 13496887000
2009, 0731, 363555, 367019, 373580, 373462, 13223983400
2009, 0803, 371657, 375422, 378994, 378703, 13641589000
2009, 0804, 371243, 380306, 380306, 378662, 14103573000
2009, 0805, 369198, 378140, 378913, 374094, 13344445300
2009, 0806, 360258, 370791, 373958, 366312, 11810152500
2009, 0807, 353970, 365546, 368654, 355510, 10057575100
2009, 0810, 348536, 358972, 361346, 354454, 8487068100
2009, 0811, 350972, 355865, 356915, 355638, 6449719700
2009, 0812, 339036, 354650, 354650, 339740, 9253538600
2009, 0813, 333885, 339889, 344886, 344082, 8708180000
2009, 0814, 333473, 343795, 345495, 334446, 8824862700
2009, 0817, 313748, 328344, 331980, 314027, 9172390200
2009, 0818, 308320, 311071, 318682, 317199, 7734303500
2009, 0819, 298222, 317828, 318301, 301457, 8160402000
2009, 0820, 302125, 302125, 314657, 314439, 7951921600
2009, 0821, 311370, 313537, 322117, 320362, 8661680500
2009, 0824, 317886, 322240, 324152, 322960, 8041406800
2009, 0825, 301912, 321085, 321085, 310983, 9753013900
2009, 0826, 306546, 308268, 320379, 317239, 8203640400
2009, 0827, 311689, 314957, 321227, 315630, 8012520100
2009, 0828, 303073, 315204, 316819, 304678, 8401794600
2009, 0831, 282577, 300354, 300354, 283027, 8451731100
2009, 0901, 279549, 280458, 290128, 284370, 7053530600
2009, 0902, 281362, 282464, 290479, 289093, 6084338600
2009, 0903, 289265, 289845, 305999, 305196, 9315744700
2009, 0904, 303899, 305535, 309939, 307714, 8698471500
2009, 0907, 307813, 309779, 315323, 310421, 8279074000
2009, 0908, 304730, 308420, 317097, 317097, 8396563400
2009, 0909, 314374, 318831, 320739, 319491, 9119115500
2009, 0910, 315017, 317919, 320412, 316291, 6656600700
2009, 0911, 315269, 315282, 325345, 323813, 8068966000
2009, 0914, 324053, 324835, 329891, 329339, 8739388300
2009, 0915, 326495, 329881, 332574, 330264, 8709217700
2009, 0916, 321245, 329039, 329694, 325824, 8824448100
2009, 0917, 327458, 327458, 332912, 332010, 9133340400
2009, 0918, 317096, 332506, 333043, 319969, 10048840400
2009, 0921, 309061, 316351, 321064, 320860, 7280197400
2009, 0922, 313102, 319601, 323722, 313103, 7342510100
2009, 0923, 304142, 313014, 315917, 306007, 6601371600
2009, 0924, 298924, 304182, 312206, 308093, 6515210200
2009, 0925, 302841, 305711, 309007, 305853, 4582049200
2009, 0928, 295974, 306637, 308808, 297264, 4191835200
2009, 0929, 292393, 297553, 299855, 297229, 4593235200
2009, 0930, 298829, 299298, 303374, 300481, 4218452400
2009, 1009, 307127, 307875, 316403, 316371, 5687104000
2009, 1012, 315126, 318158, 319359, 315163, 5896196000
2009, 1013, 314050, 314402, 319992, 319852, 5071370400
2009, 1014, 320431, 320907, 327655, 322740, 8097812000
2009, 1015, 322709, 325855, 328763, 323964, 6056201000
2009, 1016, 318843, 325010, 326843, 324171, 5563625500
2009, 1019, 323181, 323885, 333079, 332916, 7768314300
2009, 1020, 334302, 335536, 337963, 337757, 8942627800
2009, 1021, 335855, 337503, 341466, 336929, 8348894000
2009, 1022, 334142, 336415, 338115, 334732, 6093658300
2009, 1023, 335498, 335498, 343639, 341325, 8672542900
2009, 1026, 338544, 342170, 343290, 341424, 6844252400
2009, 1027, 331432, 338429, 339210, 331472, 7420955100
2009, 1028, 325827, 330377, 333717, 332933, 6259484900
2009, 1029, 323901, 326519, 329118, 324705, 6130535400
2009, 1030, 327632, 330538, 332954, 328037, 6064706200
2009, 1102, 319831, 320584, 339472, 339280, 8198115800
2009, 1103, 339726, 340253, 344748, 343543, 8379109800
2009, 1104, 341522, 344352, 347634, 345389, 8606527300
2009, 1105, 343226, 345887, 347183, 346432, 8064778400
2009, 1106, 347436, 349108, 350603, 348302, 9219031500
2009, 1109, 345261, 348711, 349589, 349579, 7805090400
2009, 1110, 350150, 352040, 353219, 350378, 8430098700
2009, 1111, 346886, 350059, 351483, 349567, 7262632100
2009, 1112, 348768, 350695, 352906, 349999, 7996266100
2009, 1113, 344536, 348954, 351889, 351872, 9121017100
2009, 1116, 354105, 354105, 362589, 362580, 12315732300
2009, 1117, 361999, 364496, 364942, 362835, 9739136800
2009, 1118, 361279, 363385, 365281, 363023, 8922628300
2009, 1119, 360461, 363807, 365390, 364244, 9494009500
2009, 1120, 359731, 363058, 365821, 363101, 9475075100
2009, 1123, 362820, 363653, 366627, 366551, 9399094100
2009, 1124, 353886, 368075, 369813, 354808, 14756682000
2009, 1125, 350806, 354151, 363030, 362963, 11460232900
2009, 1126, 347295, 363579, 364661, 348577, 12788237900
2009, 1127, 336729, 344034, 348093, 338251, 8929468800
2009, 1130, 341508, 341508, 351177, 351167, 8441534100
2009, 1201, 348552, 350756, 356678, 356083, 10151863900
2009, 1202, 357029, 357887, 360756, 359733, 9805203300
2009, 1203, 355148, 359695, 360312, 359088, 8997857200
2009, 1204, 353006, 358163, 364626, 364349, 13413090100
2009, 1207, 363345, 364463, 367280, 366883, 9122554600
2009, 1208, 359094, 367081, 367104, 362402, 8294086400
2009, 1209, 354342, 357928, 360370, 355448, 6852150700
2009, 1210, 354490, 357983, 360129, 357724, 5756373800
2009, 1211, 356851, 358941, 361495, 357502, 5455091200
2009, 1214, 349564, 357253, 362327, 361275, 8378502100
2009, 1215, 357828, 359451, 362032, 358334, 6918649300
2009, 1216, 355067, 356828, 361069, 356072, 5696391200
2009, 1217, 347584, 357105, 358244, 348015, 6328620100
2009, 1218, 338568, 345005, 345335, 339174, 6611101500
2009, 1221, 335465, 338633, 340464, 339662, 4832980500
2009, 1222, 329677, 340223, 340475, 330554, 5394268500
2009, 1223, 329629, 330373, 334299, 333648, 4806450400
2009, 1224, 333930, 334676, 344570, 343882, 6437782300
2009, 1225, 341067, 343433, 344196, 342478, 4691457600
2009, 1228, 343282, 343282, 348957, 347843, 5537539000
2009, 1229, 345118, 348190, 350125, 350074, 5553576500
2009, 1230, 349838, 350382, 356144, 355886, 8842937000
2009, 1231, 354238, 356137, 357952, 357568, 6924189000
2010, 0104, 353523, 359247, 359775, 353523, 6610108000
2010, 0105, 349766, 354519, 357753, 356404, 8580964100
2010, 0106, 354117, 355870, 358883, 354173, 7847312500
2010, 0107, 345277, 354316, 355856, 347146, 8035003700
2010, 0108, 342670, 345691, 348208, 348013, 6079025300
2010, 0111, 346532, 359311, 359453, 348205, 8998017200
2010, 0112, 343766, 347784, 353541, 353492, 9374327800
2010, 0113, 341569, 344829, 349011, 342114, 11245790100
2010, 0114, 341181, 343347, 347032, 346905, 8335325200
2010, 0115, 344866, 347252, 350007, 348274, 7254310200
2010, 0118, 345804, 347178, 350126, 350068, 8285430700
2010, 0119, 349709, 350681, 352839, 350748, 7488323200
2010, 0120, 338782, 351225, 351545, 339443, 9249514600
2010, 0121, 336472, 339704, 342518, 340857, 7059506800
2010, 0122, 329319, 336445, 339080, 336620, 8893340400
2010, 0125, 332627, 334001, 337243, 332799, 5684917100
2010, 0126, 322214, 332811, 334120, 324280, 6175223100
2010, 0127, 318337, 324304, 325512, 319857, 5269139400
2010, 0128, 316846, 319529, 322031, 320657, 4699071600
2010, 0129, 317692, 319032, 324946, 320416, 5026261300
2010, 0201, 311644, 319823, 319831, 315271, 5700138000
2010, 0202, 314309, 317078, 321194, 314619, 5013003300
2010, 0203, 309457, 316071, 323110, 323072, 6479889400
2010, 0204, 319044, 320643, 324252, 321880, 5897272600
2010, 0205, 312992, 314772, 317742, 315309, 5910584500
2010, 0208, 313381, 315225, 317231, 315099, 3735595100
2010, 0209, 314448, 314776, 317895, 316919, 3595315800
2010, 0210, 318283, 319514, 321446, 321413, 3421989400
2010, 0211, 320717, 321669, 323835, 322040, 3579105200
2010, 0212, 322874, 323288, 325320, 325128, 3405823800
2010, 0222, 323278, 324895, 326195, 323335, 3828377200
2010, 0223, 315293, 322539, 322539, 319863, 4274289800
2010, 0224, 316513, 317708, 324482, 324448, 4998943700
2010, 0225, 324933, 325215, 329414, 329213, 6758661700
2010, 0226, 327369, 328610, 330115, 328167, 5210728800
2010, 0301, 328756, 329001, 333038, 332442, 6050452000
2010, 0302, 329969, 332710, 333989, 331124, 5703437400
2010, 0303, 329392, 331302, 333565, 333508, 6062273200
2010, 0304, 324498, 333867, 334591, 325057, 6934681000
2010, 0305, 323968, 325316, 327640, 325976, 4562913800
2010, 0308, 325803, 326840, 329393, 328618, 4154087600
2010, 0309, 325598, 328562, 332251, 330586, 5419948600
2010, 0310, 326776, 330404, 332108, 327969, 4642107900
2010, 0311, 325170, 328220, 330349, 327671, 4748775400
2010, 0312, 323212, 327731, 328426, 323313, 3995734400
2010, 0315, 317180, 323122, 323482, 318318, 3784430400
2010, 0316, 316910, 318378, 320429, 320397, 3084778000
2010, 0317, 320727, 321422, 327400, 327392, 4580093400
2010, 0318, 325659, 327788, 329537, 326756, 4694801300
2010, 0319, 325114, 327098, 329641, 329387, 4606218700
2010, 0322, 328851, 329782, 331392, 330263, 4943946200
2010, 0323, 327292, 330555, 330912, 327557, 4653953600
2010, 0324, 327103, 328205, 329854, 327667, 4454796600
2010, 0325, 322282, 327039, 327039, 322913, 4498428500
2010, 0326, 322059, 322680, 328539, 327500, 4744496500
2010, 0329, 329367, 329576, 336361, 335854, 8472491000
2010, 0330, 335031, 336135, 337227, 336671, 5643698000
2010, 0331, 333875, 336919, 336990, 334561, 5312428700
2010, 0401, 334988, 334988, 339248, 339194, 6777266900
2010, 0402, 339181, 340014, 341220, 340735, 6907345200
2010, 0406, 338689, 342285, 343629, 340515, 6519171000
2010, 0407, 336902, 340309, 340458, 338695, 5401122800
2010, 0408, 333616, 338131, 338131, 334674, 6218532200
2010, 0409, 334247, 334877, 337940, 337917, 5128056700
2010, 0412, 333030, 338836, 339356, 335148, 7456515000
2010, 0413, 332405, 335073, 340171, 339172, 7990769500
2010, 0414, 337744, 339464, 340452, 340371, 6030613100
2010, 0415, 336588, 340703, 341294, 339457, 6105168500
2010, 0416, 334878, 338829, 338829, 335633, 4714036800
2010, 0419, 317544, 331350, 331350, 317642, 8841630000
2010, 0420, 313096, 317641, 319665, 317337, 6413785900
2010, 0421, 316477, 317888, 323754, 323668, 6692833100
2010, 0422, 317773, 322268, 323199, 320154, 7108168800
2010, 0423, 317258, 319878, 322474, 319000, 6125267900
2010, 0426, 316837, 319546, 320772, 317200, 5089419900
2010, 0427, 306085, 316310, 316310, 310841, 6529657400
2010, 0428, 306209, 308032, 312212, 309735, 4599540600
2010, 0429, 305980, 311494, 313070, 306006, 4826097100
2010, 0430, 301407, 306012, 306813, 306737, 5447788100
2010, 0504, 299492, 300549, 305608, 301945, 4124861000
2010, 0505, 294336, 298178, 303687, 303639, 5967044100
2010, 0506, 289539, 301491, 301491, 289686, 5877041300
2010, 0507, 281715, 283588, 289253, 283679, 6111939900
2010, 0510, 279852, 284237, 287231, 285823, 5020917300
2010, 0511, 279070, 291634, 292213, 280082, 5836349000
2010, 0512, 275642, 278171, 283215, 281816, 5300227100
2010, 0513, 281166, 281858, 288697, 288691, 5514577800
2010, 0514, 284924, 286558, 288809, 286802, 4249871900
2010, 0517, 271244, 282888, 282888, 271472, 5216684700
2010, 0518, 268697, 271141, 278185, 277135, 5450967100
2010, 0519, 272330, 274895, 280370, 276217, 4557622100
2010, 0520, 272107, 273922, 279388, 272602, 4217480300
2010, 0521, 264760, 265642, 276909, 276879, 5447538300
2010, 0524, 278775, 278775, 288637, 287347, 7450233800
2010, 0525, 279802, 285126, 285533, 281394, 5516832700
2010, 0526, 279763, 281444, 283903, 281394, 3985856400
2010, 0527, 277159, 280805, 286687, 285998, 5344520900
2010, 0528, 283507, 288586, 289369, 285030, 5153498900
2010, 0531, 277279, 283533, 285742, 277326, 4621685400
2010, 0601, 271059, 275528, 278229, 274416, 4485142600
2010, 0602, 270008, 272933, 275791, 275753, 3958702000
2010, 0603, 273570, 276910, 278751, 273608, 3958725800
2010, 0604, 271310, 272136, 274848, 274439, 3274629100
2010, 0607, 267334, 269283, 271640, 269572, 3954199300
2010, 0608, 267206, 269411, 272059, 269934, 3514018200
2010, 0609, 268733, 271164, 278783, 278213, 6020953300
2010, 0610, 274611, 275594, 277626, 275002, 4290633400
2010, 0611, 275595, 276620, 278210, 275887, 4055858500
2010, 0617, 274264, 277853, 278492, 274273, 3261235600
2010, 0618, 268661, 273903, 275584, 269617, 4180834400
2010, 0621, 268632, 269898, 278447, 278066, 5526148200
2010, 0622, 276644, 277289, 279532, 278372, 3909605200
2010, 0623, 273405, 276870, 278822, 275850, 3560035000
2010, 0624, 273981, 275371, 278351, 275750, 2922068200
2010, 0625, 271566, 274412, 275945, 273629, 3067178200
2010, 0628, 271009, 273451, 275146, 271678, 2771004400
2010, 0629, 259169, 271747, 272423, 259202, 4875855200
2010, 0630, 254684, 257291, 257582, 256307, 3569879400
2010, 0701, 252457, 255792, 257410, 252607, 3285764600
2010, 0702, 246220, 252304, 254212, 253411, 4491410000
2010, 0705, 247649, 250735, 252943, 251265, 3217857400
2010, 0706, 250293, 250487, 256341, 256290, 3971476200
2010, 0707, 254856, 256111, 258061, 258048, 3572090900
2010, 0708, 256464, 259151, 260223, 257592, 3405696600
2010, 0709, 255726, 257856, 266216, 264710, 5849304500
2010, 0712, 263665, 264742, 268981, 267622, 5846249100
2010, 0713, 261834, 264966, 264966, 263459, 4322850600
2010, 0714, 264054, 264093, 268462, 265361, 4668886000
2010, 0715, 260779, 265033, 268044, 260852, 4044045900
2010, 0716, 257379, 259700, 262133, 261613, 3506330200
2010, 0719, 258501, 259209, 269194, 268247, 5386807000
2010, 0720, 268546, 268546, 274624, 274150, 7312834500
2010, 0721, 273372, 274470, 276621, 274734, 7075709200
2010, 0722, 273407, 273803, 278314, 278129, 6106480600
2010, 0723, 276944, 278752, 280698, 279308, 6451856500
2010, 0726, 277578, 279876, 281195, 281106, 5358002600
2010, 0727, 278537, 280376, 281221, 279572, 4979988400
2010, 0728, 278416, 279648, 286640, 286372, 7998595400
2010, 0729, 285200, 286677, 288860, 287798, 9596540900
2010, 0730, 284468, 287148, 287614, 286885, 6257559100
2010, 0802, 286745, 286828, 292261, 291728, 7174330000
2010, 0803, 286576, 292525, 292961, 286597, 8174836400
2010, 0804, 281825, 285835, 287660, 287643, 7131803900
2010, 0805, 283367, 287466, 287731, 285083, 6715758100
2010, 0806, 282103, 284816, 289853, 289766, 7491489500
2010, 0809, 288805, 289410, 292262, 291824, 7472639100
2010, 0810, 283208, 292040, 292530, 283264, 7843503400
2010, 0811, 282315, 282315, 286436, 285021, 5497913300
2010, 0812, 281010, 282279, 286037, 281639, 5989322700
2010, 0813, 279922, 281841, 285604, 285555, 5850772100
2010, 0816, 284302, 285122, 292769, 292208, 8106804300
2010, 0817, 291783, 292726, 294973, 294229, 7645291200
2010, 0818, 292467, 294598, 296275, 293736, 7074760000
2010, 0819, 292801, 294077, 297519, 295540, 7692486500
2010, 0820, 289264, 294333, 295196, 289833, 7166330600
2010, 0823, 288666, 289571, 292054, 289619, 4891551700
2010, 0824, 286680, 289213, 293312, 291183, 6109379600
2010, 0825, 284225, 289399, 290466, 284302, 6361062100
2010, 0826, 283613, 285311, 286888, 285009, 4867044200
2010, 0827, 283342, 284745, 286107, 285857, 4078958200
2010, 0830, 287292, 287425, 292109, 291501, 6574988200
2010, 0831, 288981, 290515, 291006, 290319, 6576610400
2010, 0901, 285917, 290766, 293176, 288404, 7697557800
2010, 0902, 290303, 291774, 293155, 292139, 7070085100
2010, 0903, 289188, 292694, 292955, 292021, 7264102700
2010, 0906, 293589, 293589, 298042, 297509, 9385568100
2010, 0907, 295990, 297930, 299144, 298311, 7351936100
2010, 0908, 295384, 297000, 298272, 298097, 7287200200
2010, 0909, 292220, 298687, 298687, 292646, 8139555400
2010, 0910, 289004, 292800, 294079, 293255, 6508670400
2010, 0913, 292542, 293359, 297708, 296232, 6727990000
2010, 0914, 295451, 297155, 298447, 296501, 7010590300
2010, 0915, 290563, 296554, 296554, 291319, 7161964200
2010, 0916, 283403, 290832, 291785, 285779, 7407428400
2010, 0917, 284768, 286472, 287708, 286137, 5193886700
2010, 0920, 282976, 286504, 287222, 284983, 5028310400
2010, 0921, 284413, 285943, 286938, 285748, 3575188100
2010, 0927, 286421, 286993, 290553, 290503, 4907182300
2010, 0928, 287566, 290054, 290054, 288091, 5866082600
